cve,cvss_score,severity,severity_num,port,service,is_public,has_exploit,in_cisa_kev,in_exploitdb,attackVector,attackComplexity,privilegesRequired,userInteraction,gold_risk_score,source
CVE-2018-2824,7.7,HIGH,3,1521,hospitality_simphony,0,0,0,0,NETWORK,LOW,LOW,NONE,7.7,NVD
CVE-2018-2825,8.3,HIGH,3,1521,jdk,0,0,0,0,NETWORK,HIGH,NONE,REQUIRED,8.3,NVD
CVE-2018-2826,8.3,HIGH,3,1521,jdk,0,0,0,0,NETWORK,HIGH,NONE,REQUIRED,8.3,NVD
CVE-2018-2827,7.6,HIGH,3,1521,hospitality_suite8,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,7.6,NVD
CVE-2018-2828,8.2,HIGH,3,1521,webcenter_content,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,8.2,NVD
CVE-2018-2829,8.6,HIGH,3,1521,hospitality_simphony,0,0,0,0,NETWORK,LOW,NONE,NONE,8.6,NVD
CVE-2018-2830,8.2,HIGH,3,1521,vm_virtualbox,0,0,0,0,LOCAL,LOW,LOW,REQUIRED,8.2,NVD
CVE-2018-2832,8.6,HIGH,3,1521,goldengate,0,0,0,0,NETWORK,LOW,NONE,NONE,8.6,NVD
CVE-2018-2833,8.1,HIGH,3,1521,hospitality_simphony,0,0,0,0,NETWORK,LOW,LOW,NONE,8.1,NVD
CVE-2018-2834,8.5,HIGH,3,1521,data_visualization_desktop,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,8.5,NVD
CVE-2018-2835,8.2,HIGH,3,1521,vm_virtualbox,0,0,0,0,LOCAL,LOW,LOW,REQUIRED,8.2,NVD
CVE-2018-2836,8.2,HIGH,3,1521,vm_virtualbox,0,0,0,0,LOCAL,LOW,LOW,REQUIRED,8.2,NVD
CVE-2018-2837,8.2,HIGH,3,1521,vm_virtualbox,0,0,0,0,LOCAL,LOW,LOW,REQUIRED,8.2,NVD
CVE-2018-2840,7.6,HIGH,3,1521,retail_xstore_point_of_service,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,7.6,NVD
CVE-2018-2841,8.5,HIGH,3,1521,database_server,0,0,0,0,NETWORK,HIGH,LOW,NONE,8.5,NVD
CVE-2018-2842,8.8,HIGH,3,1521,vm_virtualbox,0,0,0,0,LOCAL,LOW,LOW,NONE,8.8,NVD
CVE-2018-2843,8.8,HIGH,3,1521,vm_virtualbox,0,0,0,0,LOCAL,LOW,LOW,NONE,8.8,NVD
CVE-2018-2844,8.8,HIGH,3,1521,vm_virtualbox,0,0,0,0,LOCAL,LOW,LOW,NONE,8.8,NVD
CVE-2018-2848,7.5,HIGH,3,1521,hospitality_simphony,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-2849,7.7,HIGH,3,1521,primavera_p6_enterprise_project_portfolio_management,0,0,0,0,NETWORK,LOW,LOW,NONE,7.7,NVD
CVE-2018-2850,7.3,HIGH,3,1521,hospitality_cruise_fleet_management,0,0,0,0,NETWORK,LOW,NONE,NONE,7.3,NVD
CVE-2018-2851,8.1,HIGH,3,1521,hospitality_simphony,0,0,0,0,NETWORK,LOW,LOW,NONE,8.1,NVD
CVE-2018-2855,8.1,HIGH,3,1521,financial_services_basel_regulatory_capital_basic,0,0,0,0,NETWORK,LOW,LOW,NONE,8.1,NVD
CVE-2018-2856,8.1,HIGH,3,1521,financial_services_basel_regulatory_capital_internal_ratings_based_approach,0,0,0,0,NETWORK,LOW,LOW,NONE,8.1,NVD
CVE-2018-2860,8.2,HIGH,3,1521,vm_virtualbox,0,0,0,0,LOCAL,LOW,HIGH,NONE,8.2,NVD
CVE-2018-2862,7.1,HIGH,3,1521,retail_point-of-service,0,0,0,0,NETWORK,LOW,LOW,NONE,7.1,NVD
CVE-2018-2876,7.1,HIGH,3,1521,retail_integration_bus,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,7.1,NVD
CVE-2018-10220,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10222,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-1146,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-6306,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-17310,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-3776,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-10188,8.8,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,NONE,REQUIRED,10.0,NVD+ExploitDB
CVE-2018-7920,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-8118,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,REQUIRED,7.5,NVD
CVE-2018-10235,7.2,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,NONE,7.2,NVD
CVE-2018-10236,7.2,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,NONE,7.2,NVD
CVE-2018-3842,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-3843,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-0227,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-0228,8.6,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,8.6,NVD
CVE-2018-0230,8.6,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,8.6,NVD
CVE-2018-0231,8.6,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,8.6,NVD
CVE-2018-0233,8.6,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,8.6,NVD
CVE-2018-0239,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-0240,8.6,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,8.6,NVD
CVE-2018-0241,7.4,HIGH,3,0,unknown,0,0,0,0,ADJACENT_NETWORK,LOW,NONE,NONE,7.4,NVD
CVE-2018-0255,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-0259,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10201,7.5,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,9.0,NVD+ExploitDB
CVE-2018-0564,8.1,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.1,NVD
CVE-2018-6960,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2018-1289,8.8,HIGH,3,80,fineract,1,0,0,0,NETWORK,LOW,LOW,NONE,9.3,NVD
CVE-2018-1291,8.1,HIGH,3,80,fineract,1,0,0,0,NETWORK,LOW,LOW,NONE,8.6,NVD
CVE-2018-1292,8.1,HIGH,3,80,fineract,1,0,0,0,NETWORK,LOW,LOW,NONE,8.6,NVD
CVE-2017-8315,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-10249,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2014-10073,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2014-6111,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2014-0900,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2014-0927,8.1,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,8.1,NVD
CVE-2014-0950,7.1,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,7.1,NVD
CVE-2017-2825,7.0,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,7.0,NVD
CVE-2018-10079,7.8,HIGH,3,0,unknown,0,1,0,1,LOCAL,LOW,LOW,NONE,9.3,NVD+ExploitDB
CVE-2018-10173,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2018-10253,7.5,HIGH,3,443,prtg_network_monitor,1,1,0,1,NETWORK,LOW,NONE,NONE,9.5,NVD+ExploitDB
CVE-2018-10254,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-10265,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10266,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10267,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10286,8.8,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,LOW,NONE,10.0,NVD+ExploitDB
CVE-2018-10295,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10299,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-1473,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-1701,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2017-1764,7.0,HIGH,3,0,unknown,0,0,0,0,LOCAL,HIGH,LOW,NONE,7.0,NVD
CVE-2018-10233,8.8,HIGH,3,3389,user_profile_\&_membership,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-14458,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-3850,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2016-9586,5.9,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,5.9,NVD
CVE-2018-8880,7.5,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,9.0,NVD+ExploitDB
CVE-2016-9594,6.5,MEDIUM,2,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,6.5,NVD
CVE-2018-10302,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-8781,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2018-10303,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2016-9599,7.1,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,7.1,NVD
CVE-2018-10312,8.8,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,NONE,REQUIRED,10.0,NVD+ExploitDB
CVE-2018-10328,7.4,HIGH,3,0,unknown,0,0,0,0,ADJACENT_NETWORK,LOW,NONE,NONE,7.4,NVD
CVE-2017-7651,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-17253,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-17254,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-17255,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-17256,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-17257,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-17258,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-9654,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2018-7932,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2016-9587,8.1,HIGH,3,0,unknown,0,1,0,1,NETWORK,HIGH,NONE,NONE,9.6,NVD+ExploitDB
CVE-2018-4832,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2016-8382,8.3,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,REQUIRED,8.3,NVD
CVE-2016-8383,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2016-8384,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2016-8728,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2016-8729,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2016-8730,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2016-8732,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2016-9038,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,HIGH,LOW,NONE,7.8,NVD
CVE-2016-9043,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12081,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12082,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12086,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12099,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12100,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12101,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12102,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12103,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12104,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12105,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-12107,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-12108,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-12109,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-12122,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-14440,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-14441,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-14442,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-14448,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-14449,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,REQUIRED,7.5,NVD
CVE-2017-14450,7.1,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,7.1,NVD
CVE-2017-2802,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2803,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-2804,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-2811,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-2812,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-2832,7.2,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,NONE,7.2,NVD
CVE-2017-2833,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,LOW,NONE,7.5,NVD
CVE-2017-2834,7.0,HIGH,3,3389,freerdp,0,0,0,0,NETWORK,HIGH,NONE,NONE,7.0,NVD
CVE-2017-2835,8.1,HIGH,3,3389,freerdp,0,0,0,0,NETWORK,HIGH,NONE,NONE,8.1,NVD
CVE-2017-2840,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2899,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2900,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2901,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2902,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2903,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2904,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2905,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2906,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2907,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2908,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2918,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-2923,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2017-2924,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-3836,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2013-3947,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2013-7245,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-17557,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10361,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2018-10376,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-1112,8.0,HIGH,3,0,unknown,0,0,0,0,ADJACENT_NETWORK,LOW,NONE,REQUIRED,8.0,NVD
CVE-2017-12712,8.8,HIGH,3,0,unknown,0,0,0,0,ADJACENT_NETWORK,LOW,NONE,NONE,8.8,NVD
CVE-2017-7652,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,LOW,NONE,7.5,NVD
CVE-2014-0881,7.4,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,7.4,NVD
CVE-2018-1335,8.1,HIGH,3,80,tika,1,1,0,1,NETWORK,HIGH,NONE,NONE,10.0,NVD+ExploitDB
CVE-2018-5226,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2018-5486,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2018-8833,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-8835,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-8837,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-10392,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10393,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-8974,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-9113,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-10425,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2018-1418,8.8,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,LOW,NONE,10.0,NVD+ExploitDB
CVE-2017-9284,4.8,MEDIUM,2,0,unknown,0,0,0,0,PHYSICAL,LOW,HIGH,REQUIRED,4.8,NVD
CVE-2018-8072,8.8,HIGH,3,0,unknown,0,0,0,0,ADJACENT_NETWORK,LOW,NONE,NONE,8.8,NVD
CVE-2018-10431,7.2,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,NONE,7.2,NVD
CVE-2018-1074,7.7,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,7.7,NVD
CVE-2016-9602,7.6,HIGH,3,0,unknown,0,0,0,0,ADJACENT_NETWORK,HIGH,HIGH,NONE,7.6,NVD
CVE-2017-14010,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2017-17543,7.5,HIGH,3,443,forticlient_sslvpn_client,1,0,0,0,NETWORK,LOW,NONE,NONE,8.0,NVD
CVE-2018-3844,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-3845,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-3851,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-3855,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-1479,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2013-5461,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2013-7201,7.4,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,7.4,NVD
CVE-2013-7202,8.1,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,8.1,NVD
CVE-2014-1845,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2014-1846,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2018-10503,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10504,7.8,HIGH,3,3389,form_maker,0,1,0,1,LOCAL,LOW,NONE,REQUIRED,9.3,NVD+ExploitDB
CVE-2018-7669,7.5,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,9.0,NVD+ExploitDB
CVE-2018-10515,7.2,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,HIGH,NONE,7.2,NVD
CVE-2018-10517,7.2,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,HIGH,NONE,8.7,NVD+ExploitDB
CVE-2018-10519,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2017-18263,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-10468,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-10528,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10529,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10536,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-10537,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,NONE,REQUIRED,7.8,NVD
CVE-2018-10546,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-10548,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2018-10549,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,REQUIRED,8.8,NVD
CVE-2018-10550,7.5,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,NONE,NONE,7.5,NVD
CVE-2017-2591,3.7,LOW,1,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,3.7,NVD
CVE-2018-7891,8.1,HIGH,3,0,unknown,0,0,0,0,NETWORK,HIGH,NONE,NONE,8.1,NVD
CVE-2018-8839,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2018-10573,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2018-9310,7.8,HIGH,3,0,unknown,0,0,0,0,LOCAL,LOW,LOW,NONE,7.8,NVD
CVE-2018-5234,8.0,HIGH,3,0,unknown,0,1,0,1,ADJACENT_NETWORK,LOW,NONE,REQUIRED,9.5,NVD+ExploitDB
CVE-2018-1102,8.8,HIGH,3,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,8.8,NVD
CVE-2018-10576,7.8,HIGH,3,0,unknown,0,1,0,1,LOCAL,LOW,LOW,NONE,9.3,NVD+ExploitDB
CVE-2017-17020,8.8,HIGH,3,0,unknown,0,1,0,1,NETWORK,LOW,LOW,NONE,10.0,NVD+ExploitDB
